,bias,factuality,owner,source,owner_type,transgender,trans,gender,lgbtq,sex,marriage,school,sunak,right,alberta,greece,say,time,ghey,brianna,policy,member,college,board,mother,senate,utah,student,youth,rally,initiative,new,state,surgery,jibe,girl,people,game,legal,japan,orthodox,country,proposed,survey,rishi,affirming,plan,leader,activist,vote,community,change,diversity,recognition,support,questioned,kentucky,shooter,remark,inclusion,equity,group
76,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/14/on-valentines-day-lgbtq-activists-in-japan-call-for-the-right-for-same-sex-couples-to-marry/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.24085101206269827,0.25081279020651254,0.0,0.0,0.0,0.2728485921923602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3288329372539664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3349640292670107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Lean Left,High Factuality,Glacier Media,https://www.coastreporter.net/the-mix/on-valentines-day-lgbtq-activists-in-japan-call-for-the-right-for-same-sex-couples-to-marry-8304767?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.24085101206269827,0.25081279020651254,0.0,0.0,0.0,0.2728485921923602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3288329372539664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3349640292670107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Center,High Factuality,Government of the United Kingdom,https://www.bbc.com/news/av/world-europe-68312206?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.0,0.0,0.29704381989773787,0.31358341693915454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Lean Left,Mixed Factuality,Scott Trust Limited,https://www.theguardian.com/world/2024/feb/15/gay-greeks-mps-vote-on-legalising-same-sex-marriage?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.19774298752326472,0.2087534483115977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Lean Left,High Factuality,The Hindu Group,https://www.thehindu.com/news/international/greece-to-vote-on-legalising-same-sex-marriage-in-a-first-for-an-orthodox-christian-country/article67850633.ece?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.26337970754447365,0.2780448644670161,0.0,0.0,0.0,0.0,0.3106587228696284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3517473251408892,0.3517473251408892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3587461437119784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Lean Left,Mixed Factuality,Independent Media,https://www.ndtv.com/world-news/greece-set-to-legalize-marriage-adoption-by-same-sex-couples-5062508?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.24632527077526206,0.26004082533937745,0.0,0.0,0.0,0.0,0.29054286202606106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Lean Left,High Factuality,Independent Media,https://apnews.com/article/greece-same-sexmarriage-debate-explainer-e105f8b7db5c3d4e92a589b898e51756?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.22187701112695674,0.2342312703674188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Center,Low Factuality,HT Media,https://www.hindustantimes.com/world-news/greek-parliament-to-vote-on-legalizing-same-sex-marriage-in-first-for-an-orthodox-christian-country-101707990643087.html?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.23815568097871112,0.2514163473607558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31806028084841453,0.31806028084841453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243888185265223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Left,Mixed Factuality,,https://www.lgbtqnation.com/2024/02/transgender-teen-stabbed-14-times-in-a-park-while-attackers-shouted-slurs/?utm_source=ground.news&utm_medium=referral,,0.15078976766557073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2375230341835761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Lean Left,High Factuality,Independent Media,https://apnews.com/article/nebraska-colleges-diversity-tenure-4301096751504e05d723c841dc3671eb?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2698116830656536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30330225725784804,0.0,0.0,0.0,0.0,0.0,0.0,0.30978377007033137,0.30978377007033137,0.0
86,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Politics/wireStory/nebraska-gop-bills-target-college-professor-tenure-diversity-107213559?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2698116830656536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30330225725784804,0.0,0.0,0.0,0.0,0.0,0.0,0.30978377007033137,0.30978377007033137,0.0
87,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31792266412689907,0.0,0.0,0.3325321809735837,0.0,0.0,0.0,0.0,0.33806061401251875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35738504933329196,0.0,0.0,0.0,0.36502230135108504,0.0,0.0,0.36502230135108504,0.36502230135108504,0.0
88,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31792266412689907,0.0,0.0,0.3325321809735837,0.0,0.0,0.0,0.0,0.33806061401251875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35738504933329196,0.0,0.0,0.0,0.36502230135108504,0.0,0.0,0.36502230135108504,0.36502230135108504,0.0
89,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/13/nebraska-gop-bills-target-college-professor-tenure-and-diversity-equity-and-inclusion/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2698116830656536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30330225725784804,0.0,0.0,0.0,0.0,0.0,0.0,0.30978377007033137,0.30978377007033137,0.0
90,Lean Right,High Factuality,Leon Cooperman,https://nationalpost.com/pmn/news-pmn/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31792266412689907,0.0,0.0,0.3325321809735837,0.0,0.0,0.0,0.0,0.33806061401251875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35738504933329196,0.0,0.0,0.0,0.36502230135108504,0.0,0.0,0.36502230135108504,0.36502230135108504,0.0
91,Lean Left,Mixed Factuality,Gannett,https://www.usatoday.com/story/tech/gaming/2024/02/13/glaad-gaming-report-video-games-lgbtq-representation/72584494007/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.20889739007485253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802833784867007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Lean Left,Mixed Factuality,Alfred Harmsworth (Barrister),https://metro.co.uk/2024/02/13/17-gamers-identify-lgbtq-finds-new-industry-report-20273476/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.24460976436615392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3130956455016232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4465936-1-in-5-active-gamers-identify-as-lgbtq-but-community-is-underrepresented-in-video-games-report/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.2117103087841114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28405754894884494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29443653759373994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Center,High Factuality,,https://www.benzinga.com/general/gaming/24/02/37104505/17-of-gamers-identify-as-lgbtq-industry-suffers-from-lack-of-representation-study?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.19733661200552927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Center,High Factuality,News World Communications,https://www.upi.com/Top_News/US/2024/02/13/GLAAD-study-LGBTQ-video-games/2071707868035/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.22983920285830484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941896198092108,0.0,0.0,0.0,0.0,0.0,0.30838158515399683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Center,Mixed Factuality,Forbes Family (Publishers),https://www.forbes.com/sites/maryroeloffs/2024/02/13/new-study-shows-more-gamers-than-ever-identify-as-lgbtq-but-representation-lags-behind/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.2185576854778861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2797495013797082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,,,,https://www.windycitytimes.com/lgbt/Human-Rights-Campaign-report-releases-new-data-on-experiences-of-Black-queer-youth/76645.html?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18470652555828865,0.0,0.0,0.18196556614967174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Lean Right,Mixed Factuality,Living Media,https://www.indiatoday.in/india/telangana/story/transgender-beaten-to-death-telangana-rumours-children-kidnapping-police-case-2501723-2024-02-14?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.15883989903652573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Lean Left,High Factuality,Independent Media,https://apnews.com/article/fact-check-houston-texas-church-shooter-transgender-641478749917?utm_source=ground.news&utm_medium=referral,Independent,0.15889339252748097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29743236940700835,0.0,0.0,0.0,0.0
100,Right,Low Factuality,Herring Networks,https://www.oann.com/video/oan-contribution/texas-church-shooter-identified-officers-found-anti-semitic-writings/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28630330845693414,0.0,0.0,0.0,0.0
101,Center,High Factuality,Advance Publications,https://spectrumlocalnews.com/tx/south-texas-el-paso/news/2024/02/14/megachurch-shooter-has-not-been-identified-as-transgender--despite-claims-online?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.17118983783908154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3204500720700093,0.0,0.0,0.0,0.0
102,Right,Mixed Factuality,Star News Network,https://floridacapitalstar.com/uncategorized/houston-church-shooter-identified-as-transgender-with-a-long-criminal-history/admin/2024/02/13/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.14684660095890498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27488199331522584,0.0,0.0,0.0,0.0
103,Right,Mixed Factuality,Star News Network,https://themichiganstar.com/uncategorized/houston-church-shooter-identified-as-transgender-with-a-long-criminal-history/admin/2024/02/13/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.15092882719557532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2825235081870183,0.0,0.0,0.0,0.0
104,Right,Mixed Factuality,Star News Network,https://tennesseestar.com/uncategorized/houston-church-shooter-identified-as-transgender-with-a-long-criminal-history/admin/2024/02/13/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.14845065103634977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2778846129181736,0.0,0.0,0.0,0.0
105,Center,High Factuality,Nexstar Media Group,https://thehill.com/blogs/blog-briefing-room/4465555-most-say-diversity-makes-us-stronger-but-less-support-dei-training-survey/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23863706254576858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27359052985478516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28922968531806864,0.0,0.28922968531806864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4465694-more-than-half-of-black-transgender-youth-have-considered-suicide-in-the-past-year/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.161701412743563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282776148624901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Left,Mixed Factuality,,https://www.advocate.com/youth/black-youth-suicide-risk-trevor?utm_source=ground.news&utm_medium=referral,,0.0,0.1482545000180754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23590142055131985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Center,High Factuality,Government of the United Kingdom,https://www.bbc.co.uk/news/world-europe-68274008?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.0,0.0,0.3139753008827684,0.3314576540229426,0.0,0.0,0.0,0.0,0.37033667815269306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/world/europe/ap-greece-athens-kyriakos-mitsotakis-greek-b2495121.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.2501855939406639,0.2641160938607452,0.0,0.0,0.2721662919873977,0.0,0.29509614775793647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34077460968912565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lean Left,High Factuality,Independent Media,https://apnews.com/article/greece-samesex-marriage-religion-0023311da5c02aa39028fe10536f0ad6?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.2501855939406639,0.2641160938607452,0.0,0.0,0.2721662919873977,0.0,0.29509614775793647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34077460968912565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/International/wireStory/rights-campaigner-greece-same-sex-marriage-recognition-decades-107180764?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.2501855939406639,0.2641160938607452,0.0,0.0,0.2721662919873977,0.0,0.29509614775793647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34077460968912565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/12/for-rights-campaigner-in-greece-same-sex-marriage-recognition-follows-decades-of-struggle/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.2501855939406639,0.2641160938607452,0.0,0.0,0.2721662919873977,0.0,0.29509614775793647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34077460968912565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/12/for-rights-campaigner-in-greece-same-sex-marriage-recognition-follows-decades-of-struggle/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.2501855939406639,0.2641160938607452,0.0,0.0,0.2721662919873977,0.0,0.29509614775793647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34077460968912565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Right,Mixed Factuality,,https://www.rebelnews.com/transgender_immigrant_opens_fire_inside_texas_megachurch?utm_source=ground.news&utm_medium=referral,,0.1785016708556791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Left,Mixed Factuality,,https://www.advocate.com/crime/transgender-homicides-alarming-rate?utm_source=ground.news&utm_medium=referral,,0.16829168979666234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989501683367024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
